time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/loss,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/clip_fraction,train/value_loss,train/approx_kl,train/learning_rate
1469,40,25.0,29,59392,778.9736842105264,-0.06147092580795288,0.9165172353386879,0.2,-0.02164799397578463,280,-0.25426257997751234,0.22333984375,0.0011336051689795567,0.028746653,0.0003
1468,41,24.358974358974358,30,61440,784.6410256410256,1.0306696891784668,0.8367626965045929,0.2,-0.009448698107735253,290,-1.1054974302649498,0.1541015625,0.8796072114259005,0.016555425,0.0003
1468,43,23.75,31,63488,790.025,-0.03418677672743797,0.932234637439251,0.2,-0.01716576290782541,300,-0.7535060157999396,0.21142578125,0.0020232256582175976,0.039226964,0.0003
1468,44,25.301204819277107,32,65536,785.3614457831326,-0.00576018588617444,0.8333479762077332,0.2,-0.003581988939549774,310,-0.9564523313194513,0.191748046875,0.00678982611916581,0.016730063,0.0003
1467,46,24.705882352941178,33,67584,790.4117647058823,2.884368658065796,0.4256080389022827,0.2,-0.008495689131086693,320,-0.5123247778974473,0.09951171875,11.842246035905555,0.013306764,0.0003
1468,47,25.0,34,69632,786.5909090909091,8.014400482177734,0.3782786726951599,0.2,-0.011528813670156523,330,-0.8117532510310411,0.121728515625,18.94459607452154,0.01377449,0.0003
1466,48,24.444444444444443,35,71680,791.3333333333334,0.4212226867675781,0.878499373793602,0.2,-0.008309461260796524,340,-0.4444988455623388,0.058447265625,4.245547544350847,0.010190694,0.0003
1466,50,23.91304347826087,36,73728,795.8695652173913,0.31291893124580383,0.6850513517856598,0.2,-0.010429066483629868,350,-0.538920725043863,0.05498046875,2.2961506762541832,0.020205729,0.0003
1466,51,23.404255319148938,37,75776,800.2127659574468,1.5143647193908691,0.7813023328781128,0.2,-0.009714658968732692,360,-0.9127225033938885,0.136279296875,2.1999239898752423,0.011970673,0.0003
1467,53,25.252525252525253,38,77824,782.6666666666666,0.49978309869766235,-0.2701774835586548,0.2,-0.013668543423409573,370,-1.143286706134677,0.080908203125,2.2212504016235473,0.012541426,0.0003
1467,54,26.0,39,79872,779.5,0.46737563610076904,0.37327998876571655,0.2,-0.008770689886296168,380,-0.5743282606825233,0.070263671875,15.147482501622289,0.010388963,0.0003
1467,55,26.0,40,81920,771.83,2.647707223892212,0.8427069634199142,0.2,6.677237834082917e-05,390,-0.1604896925506182,0.03408203125,2.7573923886106058,0.0065717674,0.0003
1467,57,26.0,41,83968,771.83,0.9791169166564941,0.7930571436882019,0.2,0.003115054260706529,400,-0.23423950392752885,0.09072265625,3.940518615704059,0.09639458,0.0003
1467,58,25.0,42,86016,780.53,0.00035109976306557655,0.6074856817722321,0.2,-0.0048942641995381566,410,-0.048132698221888856,0.019189453125,0.0012365003047534629,0.009622096,0.0003
1467,60,25.0,43,88064,780.53,0.7068197131156921,0.7332362532615662,0.2,-0.019023539981571958,420,-1.0078750103712082,0.17158203125,1.737922865897417,0.017747285,0.0003
1467,61,26.0,44,90112,775.55,0.3920285701751709,0.46735644340515137,0.2,-0.005025789115461521,430,-1.0507602617144585,0.171923828125,1.3374862549826503,0.018480947,0.0003
1466,62,28.0,45,92160,757.83,5.617513656616211,0.8178150951862335,0.2,-0.01721929844788974,440,-1.0282981446012855,0.29501953125,9.970375969260932,0.022402998,0.0003
1467,64,27.0,46,94208,766.65,18.665464401245117,0.9194673597812653,0.2,-0.020429513158160263,450,-1.0104732081294059,0.14619140625,19.81824210882187,0.020272061,0.0003
1466,65,28.0,47,96256,759.54,1.1816331148147583,0.9546157941222191,0.2,-0.003401241556275636,460,-0.9414838625118136,0.210546875,3.70816270688083,0.015404766,0.0003
1466,67,29.0,48,98304,749.82,0.577637791633606,0.9283134117722511,0.2,-0.009734820527955889,470,-0.8477645441889763,0.069091796875,8.202783462312073,0.015463738,0.0003
1465,68,30.0,49,100352,740.83,0.11678618937730789,0.9958538897335529,0.2,-0.0013031915441388264,480,-0.7827065095305443,0.22001953125,0.1460493563226919,0.019435696,0.0003
1466,69,29.0,50,102400,750.26,0.49819445610046387,0.9538917802274227,0.2,-0.010602154946536758,490,-0.9599593911319971,0.047314453125,3.416440204903483,0.007462631,0.0003
1466,71,32.0,51,104448,721.46,0.33118152618408203,0.9694119468331337,0.2,-0.01241606677940581,500,-0.90850441288203,0.152783203125,0.9138454209110932,0.015770495,0.0003
1466,72,35.0,52,106496,694.6,0.8778316378593445,0.950201015919447,0.2,-0.00772610119311139,510,-1.1329361833631992,0.022900390625,6.534840896818787,0.009145757,0.0003
1465,74,36.0,53,108544,685.4,0.49258485436439514,0.9901340650394559,0.2,-0.01349149487214163,520,-1.0022882832214237,0.168212890625,2.821818329376401,0.024202332,0.0003
1466,75,37.0,54,110592,676.18,0.021068036556243896,0.9503770470619202,0.2,-0.005897725417162292,530,-0.9080466581508517,0.152294921875,0.6911583154578693,0.01665772,0.0003
1465,76,38.0,55,112640,666.8,0.3904053270816803,0.9847440486773849,0.2,-0.00517380112723913,540,-0.6358927700668573,0.122119140625,0.4145285107777454,0.0068678805,0.0003
1465,78,42.0,56,114688,628.12,0.14278534054756165,0.9927118108607829,0.2,-0.0030956227157730607,550,-0.6994153579697013,0.170947265625,0.17638162600924262,0.023141079,0.0003
1465,79,44.0,57,116736,608.96,-0.01808745600283146,0.9950224673375487,0.2,-0.011419518556795082,560,-0.8598975101485848,0.23095703125,0.4687244043219835,0.050378896,0.0003
1466,81,44.0,58,118784,608.96,2.344390869140625,0.947389580309391,0.2,-0.007772742857923731,570,-0.8801267633214593,0.22509765625,4.5865746449679134,0.020434372,0.0003
1466,82,47.0,59,120832,580.35,1.5096869468688965,0.8747277557849884,0.2,-0.010013899381738156,580,-0.9668290851637721,0.16552734375,3.9257017167285087,0.02862848,0.0003
1466,83,47.0,60,122880,580.35,0.0412457138299942,0.9797044936567545,0.2,-0.014670662958815228,590,-0.6449615977704525,0.219287109375,2.1611225391970947,0.033601664,0.0003
1467,85,46.0,61,124928,580.9,0.04623525217175484,0.9607617035508156,0.2,-0.015185914488392882,600,-0.4858876636251807,0.176708984375,0.12243528616090771,0.15897208,0.0003
1467,86,46.0,62,126976,581.27,0.24779945611953735,0.982025820761919,0.2,-0.004239112779032439,610,-0.25212490546982735,0.035400390625,0.71760166635504,0.0064719846,0.0003
1467,87,48.0,63,129024,562.77,0.10070861130952835,0.9854905735701323,0.2,-0.005498611173243262,620,-0.6716782960109413,0.05654296875,0.5372930754208938,0.010869533,0.0003
1468,89,49.0,64,131072,553.75,0.23682262003421783,0.9857938662171364,0.2,-0.02489185309386812,630,-0.4476021737791598,0.09296875,2.475646453775698,0.01803817,0.0003
1468,90,48.0,65,133120,561.33,0.29150035977363586,0.9848142014816403,0.2,-0.0029006532306084408,640,-0.04554420952772489,0.026904296875,0.6217598081275355,0.01624257,0.0003
1469,91,47.0,66,135168,566.8,-0.038816116750240326,0.7261375784873962,0.2,-0.010364802239928394,650,-0.13071331883547826,0.070556640625,0.0038941375456488458,0.015186517,0.0003
1469,93,47.0,67,137216,566.8,0.04904133081436157,0.9895065138116479,0.2,-0.012368191705900245,660,-0.40798517428338527,0.193310546875,0.1938706932661262,0.027897315,0.0003
1469,94,46.0,68,139264,576.49,-0.044468820095062256,0.7956042587757111,0.2,-0.02661631009541452,670,-0.15091184482298559,0.210595703125,0.0008698793389442016,0.030144114,0.0003
1469,96,50.0,69,141312,539.17,2.545177936553955,0.8784750998020172,0.2,0.015456885125604457,680,-0.30679540294222535,0.1212890625,0.030693405722195165,0.02247234,0.0003
1468,97,51.0,70,143360,525.23,0.6830770969390869,0.9958473299629986,0.2,-0.013682488061022013,690,-0.3305631273891777,0.06923828125,1.4003713916521519,0.0074976827,0.0003
1468,99,49.0,71,145408,542.18,-0.006259944289922714,0.9970828297082335,0.2,-0.025993965347879566,700,-0.5389412268064916,0.13115234375,0.22057602310087532,0.020838508,0.0003
1468,100,48.0,72,147456,550.15,0.00951814092695713,0.9338660165667534,0.2,-0.01735297756094951,710,-1.0224796839058399,0.199072265625,0.25306848585023545,0.0334106,0.0003
1469,101,49.0,73,149504,539.45,0.04527755081653595,0.922962561249733,0.2,-0.008252268817159347,720,-0.8386920550838113,0.1763671875,0.5096008348409669,0.022539658,0.0003
1469,103,47.0,74,151552,557.49,0.16905412077903748,0.9894153829663992,0.2,-0.012160551769193262,730,-0.46940545849502086,0.0484375,0.9098939667339436,0.0056282138,0.0003
1469,104,46.0,75,153600,566.31,1.0123533010482788,0.7824150621891022,0.2,-0.012982437666505576,740,-1.1509464140981436,0.177978515625,2.763192109391093,0.023343109,0.0003
1469,105,46.0,76,155648,565.29,0.07292209565639496,0.9423527456820011,0.2,-0.018242534642922692,750,-0.3608667040243745,0.12822265625,0.031431814676398065,0.044648502,0.0003
1469,107,44.0,77,157696,583.95,2.0006966590881348,0.8949549570679665,0.2,-0.02628607489168644,760,-1.1168249513953925,0.24072265625,12.453157474286854,0.06285025,0.0003
1470,108,46.0,78,159744,564.99,7.8316521644592285,0.9262694492936134,0.2,-0.005667777624330484,770,-1.0343471819534897,0.103564453125,6.752896777214483,0.035730775,0.0003
1470,110,44.0,79,161792,583.55,0.4112975001335144,0.9578122347593307,0.2,-0.007627327286172658,780,-1.006668869778514,0.05185546875,1.8985511428210884,0.009547754,0.0003
1470,111,44.0,80,163840,581.68,0.013849485665559769,0.985237187705934,0.2,-0.018515731455408968,790,-1.1712667096406222,0.2423828125,0.23374397605657576,0.049725294,0.0003
1470,112,44.0,81,165888,580.77,0.09910810738801956,0.9809422995895147,0.2,-0.005676771723665297,800,-0.3168902297038585,0.0638671875,0.28069671652729083,0.0057454477,0.0003
1470,114,45.0,82,167936,570.53,0.2832905054092407,0.976400313898921,0.2,-0.014985084533691406,810,-1.0196185464039444,0.22177734375,1.3060147787677123,0.0261541,0.0003
1469,115,44.0,83,169984,580.55,0.4073511064052582,0.9948629811406136,0.2,-0.007341003758483566,820,-0.3888870470225811,0.1439453125,0.2996339413075475,0.07981382,0.0003
1469,117,43.0,84,172032,590.45,0.1675598919391632,0.9912123754620552,0.2,-0.014743361732689664,830,-0.7630423290655017,0.143798828125,0.28424989881386864,0.061438844,0.0003
1469,118,43.0,85,174080,592.63,-0.007125940173864365,0.2610573172569275,0.2,-0.0020918200418236664,840,-0.8068335564807058,0.112060546875,0.0633524678683898,0.018779017,0.0003
1468,119,43.0,86,176128,593.52,0.13709166646003723,0.9847881551831961,0.2,-0.014638802556146403,850,-0.431574890576303,0.072119140625,1.2025086289504543,0.008890495,0.0003
1468,121,45.0,87,178176,578.98,0.21998408436775208,0.9837813787162304,0.2,-0.010805627718218603,860,-0.40165165713988243,0.067333984375,1.943476020451635,0.019053277,0.0003
1468,122,51.0,88,180224,524.14,2.600501537322998,0.9846757175400853,0.2,-0.01679308895545546,870,-0.9700641468167305,0.113037109375,6.612556163594126,0.014232996,0.0003
1468,124,50.0,89,182272,533.59,1.3654452562332153,0.9883032953366637,0.2,-0.01904002826922806,880,-0.2927628617733717,0.082080078125,4.074067617207765,0.007157842,0.0003
1468,125,50.0,90,184320,532.95,0.17803828418254852,0.97165204025805,0.2,-0.012037219529156573,890,-0.11958958987379446,0.047509765625,0.8327171420576633,0.0084594805,0.0003
1468,126,52.0,91,186368,514.2,0.05508860945701599,0.9940004050731659,0.2,0.0026800556719535963,900,-0.13670164555078373,0.04208984375,0.19983120930172618,0.046526596,0.0003
1468,128,51.0,92,188416,524.09,0.6708470582962036,0.9896325096487999,0.2,-0.01355426262889523,910,-0.7461509499698877,0.1279296875,0.9946865749836433,0.0391218,0.0003
1467,129,56.0,93,190464,482.21,0.07756496965885162,0.9518399424850941,0.2,-0.004733313346514478,920,-0.6381574305705726,0.165478515625,0.6039765746449121,0.022508955,0.0003
1467,131,55.0,94,192512,491.4,6.289394378662109,0.954306710511446,0.2,-0.015720332898490598,930,-0.8744305893778801,0.08740234375,13.14565144740045,0.008784413,0.0003
1467,132,57.0,95,194560,472.25,0.02733776345849037,0.9921264406293631,0.2,0.0008832504245219752,940,-0.2567726518493146,0.057373046875,0.1757786643309373,0.0031378444,0.0003
1467,133,56.0,96,196608,482.04,0.08243116736412048,0.9672557488083839,0.2,-0.008199928796966561,950,-0.05438820862036664,0.022021484375,0.8513921421254054,0.002797451,0.0003
1467,135,56.0,97,198656,482.74,0.005521479994058609,0.9977431432344019,0.2,-0.01722448295040522,960,-0.34272736208513377,0.24775390625,0.04902710360852325,0.032203957,0.0003
1467,136,59.0,98,200704,457.03,1.346791386604309,0.9608301296830177,0.2,-0.011281922183115967,970,-0.712082969583571,0.13564453125,10.117032593116164,0.020757914,0.0003
1467,138,59.0,99,202752,456.67,7.842605113983154,0.9706165604293346,0.2,-0.00834202309633838,980,-0.8935287842527032,0.09482421875,10.990318497270346,0.009942707,0.0003
1467,139,60.0,100,204800,446.6,0.03966213017702103,0.9922948312014341,0.2,-0.0012566923483973368,990,-0.559738798532635,0.12607421875,0.5991024500865023,0.013288997,0.0003
1467,140,60.0,101,206848,446.09,0.6373818516731262,0.9759240411221981,0.2,-0.0011252041178522632,1000,-0.7248659064993263,0.098291015625,3.4551831279764884,0.026676549,0.0003
1467,142,59.0,102,208896,455.97,1.5865355730056763,0.9587278328835964,0.2,0.004753129898745101,1010,-0.4548645437695086,0.057666015625,2.1525788099505005,0.008533669,0.0003
1467,143,60.0,103,210944,446.25,0.006300752982497215,0.9978080654982477,0.2,-0.00035158513346686957,1020,-0.1676810535369441,0.0365234375,0.1750109336222522,0.0047414843,0.0003
1467,145,59.0,104,212992,456.23,0.02630520984530449,0.9961542715318501,0.2,-0.005016854943824001,1030,-0.4893580673262477,0.138916015625,0.35372788228269203,0.036152087,0.0003
1466,146,60.0,105,215040,446.92,0.10004483908414841,0.9970763681922108,0.2,-0.014365500956773757,1040,-0.5636540786363184,0.139599609375,0.35232205404608974,0.042655006,0.0003
1467,147,61.0,106,217088,434.84,1.17668616771698,0.9876453429460526,0.2,-0.012303830709424802,1050,-0.33401647973805665,0.10029296875,1.1763974707457237,0.034039162,0.0003
1467,149,62.0,107,219136,433.17,0.3592553734779358,0.9857146609574556,0.2,-0.005774754728190601,1060,-0.6251639682799578,0.14736328125,0.5590847439918434,0.052896507,0.0003
1467,150,61.0,108,221184,442.12,0.7841540575027466,0.961611907929182,0.2,-0.051276335059083064,1070,-0.7266740347258747,0.294921875,5.508848558692262,0.35526627,0.0003
1467,152,61.0,109,223232,443.47,0.5993678569793701,0.9588293768465519,0.2,0.003301503969123587,1080,-0.5355136640369892,0.103857421875,2.5267369310487995,0.03922378,0.0003
1468,153,60.0,110,225280,451.3,0.18214581906795502,0.9479839652776718,0.2,-0.01153246570029296,1090,-0.9258039345964789,0.13876953125,1.3961337213404477,0.023105733,0.0003
1468,154,58.0,111,227328,468.59,0.3250385820865631,0.9965560892596841,0.2,-0.02041322666918859,1100,-0.29371746911492663,0.383935546875,0.415045457627275,0.0151853915,0.0003
1468,156,59.0,112,229376,458.04,1.692182183265686,0.9767920151352882,0.2,-0.0040183339995564895,1110,-0.047175193973816934,0.017041015625,2.417315149129718,0.0025918656,0.0003
1468,157,59.0,113,231424,457.73,0.506616473197937,0.9376462288200855,0.2,-0.013892543001566083,1120,-0.8845068231225014,0.17900390625,1.649033589474857,0.028995387,0.0003
1468,159,60.0,114,233472,447.36,-0.041232991963624954,0.9506641067564487,0.2,-0.009279009245801717,1130,-0.5087447199039161,0.06552734375,1.248178668768378,0.029763453,0.0003
1468,160,58.0,115,235520,462.82,0.04081375151872635,0.9907018076628447,0.2,-0.0008783559504081495,1140,-0.9501824917271733,0.153125,0.5842534053721465,0.019940604,0.0003
1468,161,58.0,116,237568,459.36,1.761112928390503,0.983079269528389,0.2,-0.009686243603937328,1150,-0.8165546838194132,0.07490234375,4.490485270693898,0.012771338,0.0003
1468,163,60.0,117,239616,439.81,0.07236140966415405,0.9990783749963157,0.2,-0.00020024875557282938,1160,-0.3695535698905587,0.09072265625,0.10137108455237467,0.01364665,0.0003
1468,164,60.0,118,241664,439.65,0.020204748958349228,0.9870379092171788,0.2,-0.016798491484951227,1170,-0.3800429807975888,0.12431640625,0.842996876136749,0.025695965,0.0003
1468,165,59.0,119,243712,445.88,0.053930021822452545,0.9974249745719135,0.2,-0.000250322965439409,1180,-0.5368837301619351,0.086474609375,0.06801554568810389,0.007932495,0.0003
1468,167,59.0,120,245760,445.71,2.819974660873413,0.9747544135898352,0.2,-0.003851247119018808,1190,-0.8760209226980805,0.077490234375,3.6339413663372397,0.011270493,0.0003
1468,168,61.0,121,247808,427.61,1.287373423576355,0.9966293990146369,0.2,-0.020463162491796538,1200,-0.26141625130549073,0.095068359375,1.0895630784798414,0.014099855,0.0003
1468,170,63.0,122,249856,408.15,0.1058206707239151,0.9960978066083044,0.2,-0.009866849724494387,1210,-0.45460000322200356,0.08544921875,0.3258950746007031,0.015194819,0.0003
1468,171,62.0,123,251904,417.67,0.5366411209106445,0.9803260043263435,0.2,-0.016622434777673334,1220,-1.1437881402671337,0.232470703125,3.218089429102838,0.02765832,0.0003
1468,172,65.0,124,253952,387.9,-0.023594439029693604,0.9977746740914881,0.2,-0.014561131165828555,1230,-0.9764235064387321,0.214013671875,0.1771936415170785,0.063559294,0.0003
1468,174,65.0,125,256000,388.2,0.22911395132541656,0.9990723964292556,0.2,-0.02940338396874722,1240,-1.09084386639297,0.26728515625,0.19935558947036042,0.05739405,0.0003
1468,175,64.0,126,258048,388.47,2.2847766876220703,0.9950016909278929,0.2,0.001033728226320818,1250,-0.4167394830845296,0.088134765625,1.707099737896351,0.018550454,0.0003
1468,177,65.0,127,260096,373.95,0.15008851885795593,0.959099892526865,0.2,-0.0037935984291834757,1260,-0.48316662115976217,0.101513671875,0.2840598677335947,0.06298059,0.0003
1468,178,65.0,128,262144,374.52,0.20249664783477783,0.9958884450607002,0.2,-0.00769920108577935,1270,-0.318062653997913,0.074755859375,0.3300327334320173,0.025576431,0.0003
1468,179,64.0,129,264192,383.47,0.3634756803512573,0.9971518146339804,0.2,-0.015062317576666828,1280,-0.48135978979989885,0.088037109375,0.3717262809164822,0.11619457,0.0003
1468,181,62.0,130,266240,402.1,-0.003121086396276951,0.9929657843895257,0.2,-0.000690087175462395,1290,-0.42240452687256036,0.0857421875,0.012520190356281092,0.013093209,0.0003
1468,182,64.0,131,268288,392.88,0.529320240020752,0.9653662219643593,0.2,-0.04161011869146023,1300,-0.6517144004814327,0.152197265625,1.2090703817084432,0.034883052,0.0003
1468,184,63.0,132,270336,405.17,0.14258162677288055,0.9513272903859615,0.2,-0.007718423107871786,1310,-0.8733376646414399,0.16171875,3.349908117693849,0.02373733,0.0003
1468,185,63.0,133,272384,405.3,3.273465871810913,0.9416464120149612,0.2,-0.0041402225528145205,1320,-0.7960340460762382,0.09697265625,8.80175294545479,0.009619991,0.0003
1468,186,62.0,134,274432,415.1,4.540567874908447,0.945861492305994,0.2,0.0014065394556382672,1330,-0.43009834703989325,0.08603515625,5.4464106254046785,0.014513187,0.0003
1468,188,61.0,135,276480,424.39,0.13852590322494507,0.932684138417244,0.2,-0.0041488930728519335,1340,-0.7100442573428154,0.1509765625,3.8450111953367014,0.025298048,0.0003
1467,189,60.0,136,278528,433.84,-0.05052647367119789,0.9077883362770081,0.2,0.00410678336629644,1350,-0.3300363403512165,0.273974609375,0.0821358226268785,0.054919228,0.0003
1467,191,59.0,137,280576,451.29,2.7694284915924072,0.8887794688344002,0.2,-0.004339611245086417,1360,-1.0290413593873382,0.1076171875,3.6841817700769752,0.010748628,0.0003
1467,192,58.0,138,282624,461.22,1.5332368612289429,0.958940826356411,0.2,-0.007019298698287458,1370,-0.2555930217495188,0.05361328125,2.359932482661679,0.0071358383,0.0003
1467,193,56.0,139,284672,480.19,0.003552677109837532,0.9937890968285501,0.2,-0.006484251032816246,1380,-0.8753877598792315,0.154443359375,0.3880185661742871,0.019198129,0.0003
1467,195,57.0,140,286720,481.33,0.566836953163147,0.9489636160433292,0.2,-0.00844817245088052,1390,-1.1656181883066892,0.14365234375,0.40508101278101094,0.032352574,0.0003
1467,196,57.0,141,288768,480.79,2.9507641792297363,0.9251565784215927,0.2,-0.009579479007516056,1400,-1.1062258880585432,0.07890625,9.22138249319978,0.011006744,0.0003
1468,198,58.0,142,290816,470.82,0.5485596060752869,0.992124387063086,0.2,0.0003221579914679751,1410,-0.22566437746863813,0.088037109375,0.640746035229131,0.026616607,0.0003
1468,199,59.0,143,292864,469.41,1.1220329999923706,0.9841292351484299,0.2,-0.018456555946613662,1420,-0.20353120875079184,0.04267578125,2.0695110262866363,0.0071373517,0.0003
1468,200,59.0,144,294912,469.3,9.045964241027832,0.9746482633054256,0.2,-0.015853329945821316,1430,-1.0769042819738388,0.054052734375,13.606541309505701,0.0052843923,0.0003
1468,202,60.0,145,296960,464.38,1.5206209421157837,0.9842943996191025,0.2,-0.009902045864146202,1440,-1.1078830296173692,0.166943359375,3.30664006175939,0.021251801,0.0003
1468,203,60.0,146,299008,464.31,3.358509063720703,0.980552127584815,0.2,-0.015912433444464115,1450,-0.7775272138416767,0.0609375,5.156574438139796,0.009414266,0.0003
1468,205,61.0,147,301056,460.42,0.2765617370605469,0.9698964338749647,0.2,-0.027230789727764205,1460,-0.7050835920497776,0.178564453125,0.5913226104341447,0.08098799,0.0003
1468,206,61.0,148,303104,459.91,0.17507591843605042,0.9865279998630285,0.2,-0.007937146900803781,1470,-0.8708498898893595,0.090771484375,1.9441631944850086,0.011208022,0.0003
1468,207,61.0,149,305152,459.91,0.8224921226501465,0.9926126264035702,0.2,-0.019192679924890398,1480,-0.697049411572516,0.20927734375,1.145142488484271,0.031485923,0.0003
1468,209,61.0,150,307200,468.19,-0.06543280184268951,0.9124616831541061,0.2,-0.0574835030187387,1490,-0.44780625085695647,0.6720703125,0.002219397631870379,0.07688546,0.0003
1468,210,60.0,151,309248,478.0,5.205585956573486,0.9567874073982239,0.2,-0.013602490500488784,1500,-1.0019681045785547,0.108203125,7.442415245249867,0.015490873,0.0003
1468,212,60.0,152,311296,480.48,0.08011938631534576,0.9965929044410586,0.2,-0.015636372999870217,1510,-0.9844712981954217,0.2265625,0.22658370357239618,0.023494255,0.0003
