rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/loss,train/n_updates,train/clip_range,train/learning_rate
898.4153846153846,1497,39,12.307692307692308,59392,29,0.0036351765,-0.0003149761003442109,-0.734195945225656,0.8452738374471664,13.481666198681888,0.013525390625,0.19313785433769226,280,0.2,0.0003
902.8970588235294,1496,41,11.764705882352942,61440,30,0.014272062,-0.009249944539624267,-0.9097865352407097,0.8366587311029434,0.008529067513882183,0.185205078125,-0.009244895540177822,290,0.2,0.0003
905.6714285714286,1495,42,11.428571428571429,63488,31,0.015333224,-0.014092016997165047,-0.9733081310987473,-2.0690817832946777,0.014065121573503347,0.195458984375,0.004605956841260195,300,0.2,0.0003
896.3611111111111,1494,43,12.5,65536,32,0.006517321,-0.003844173174002208,-1.0112722724676133,0.7018214166164398,3.1940749662928285,0.0224609375,0.7487528920173645,310,0.2,0.0003
900.5066666666667,1494,45,12.0,67584,33,0.004004949,-0.0029942709748866036,-0.9852756241336464,0.5137384831905365,11.772277317522093,0.02060546875,4.157571792602539,320,0.2,0.0003
903.0909090909091,1494,46,11.688311688311689,69632,34,0.011424027,-0.011907954486378002,-0.9321668114513159,0.4077153205871582,0.7054204537649639,0.106494140625,0.03150428086519241,330,0.2,0.0003
905.5443037974684,1494,47,11.39240506329114,71680,35,0.04840927,-0.017867858624958897,-1.1758661471307277,0.6892923414707184,0.3900781284319237,0.189697265625,0.09736907482147217,340,0.2,0.0003
907.8765432098766,1493,49,11.11111111111111,73728,36,0.02139968,-0.011020258869393729,-1.2321555323898792,0.9031674191355705,0.13676415982772597,0.2275390625,0.045106612145900726,350,0.2,0.0003
910.0963855421687,1493,50,10.843373493975903,75776,37,0.032069627,-0.015627722817589527,-1.1751225020736455,0.3534321188926697,0.16625571738695727,0.233203125,-0.013683054596185684,360,0.2,0.0003
912.2117647058824,1493,52,10.588235294117647,77824,38,0.01125752,-0.010457629989105044,-0.6570940123870969,0.8860987052321434,0.047964243829483166,0.116845703125,-0.027578674256801605,370,0.2,0.0003
914.2298850574713,1493,53,10.344827586206897,79872,39,0.0365825,-0.03276547704881523,-1.1687867477536202,0.9072743803262711,0.12135215319285635,0.24072265625,-0.03170554339885712,380,0.2,0.0003
905.3,1493,54,12.222222222222221,81920,40,0.0234437,-0.013531603463343344,-1.1368402067571879,0.8258779346942902,0.07364241076284088,0.23447265625,0.014623913913965225,390,0.2,0.0003
907.3586956521739,1492,56,11.956521739130435,83968,41,0.012745046,-0.006641482611303218,-1.04650787897408,0.34598392248153687,39.38133950550109,0.096728515625,16.55755043029785,400,0.2,0.0003
900.0947368421052,1492,57,12.631578947368421,86016,42,0.029190183,-0.013029831979656592,-1.0787089569494128,0.8497594147920609,0.05293495207079104,0.2078125,-0.019093260169029236,410,0.2,0.0003
902.1546391752578,1492,59,12.371134020618557,88064,43,0.011005769,-0.007705018378328532,-0.8790409853681922,0.6320224404335022,6.269258723873645,0.053759765625,0.6070666909217834,420,0.2,0.0003
904.1313131313132,1492,60,12.121212121212121,90112,44,0.011862041,-0.011569654050981626,-1.0686053967103362,0.8546411693096161,0.3314758802531287,0.147314453125,0.10834384709596634,430,0.2,0.0003
885.81,1492,61,14.0,92160,45,0.014831738,-0.024218482509604657,-0.9942482203245163,0.8297444880008698,0.024503581745375414,0.19951171875,-0.03526674211025238,440,0.2,0.0003
898.82,1492,63,12.0,94208,46,0.015038397,-0.0003116564446827397,-1.17412064447999,0.3916011452674866,7.488183713308535,0.1525390625,-0.013968519866466522,450,0.2,0.0003
906.68,1492,64,11.0,96256,47,0.04124751,-0.012618195870891214,-1.196168503537774,0.3331933617591858,0.014794403944324585,0.2,-0.03745574504137039,460,0.2,0.0003
906.68,1491,65,11.0,98304,48,0.023934921,-0.009459082313696854,-0.8993856722489,0.7357964813709259,0.005635218719908153,0.20634765625,-0.035139914602041245,470,0.2,0.0003
906.68,1491,67,11.0,100352,49,0.012825415,-0.00886838560254546,-0.9902230208739639,0.6581263244152069,1.8365354150533677,0.064208984375,0.3597257137298584,480,0.2,0.0003
915.37,1491,68,10.0,102400,50,0.029050147,-0.012910871551139281,-1.197406716644764,0.8245012015104294,0.5998696274240501,0.2005859375,0.05732417851686478,490,0.2,0.0003
915.37,1491,70,10.0,104448,51,0.022911355,-0.012823263421887532,-1.1336535550653934,0.9318935871124268,0.1383115206263028,0.19150390625,0.03782673552632332,500,0.2,0.0003
924.67,1492,71,9.0,106496,52,0.034807764,-0.016746751029859296,-1.1759919140487909,0.9243595227599144,0.3061212799366331,0.20380859375,-0.009787309914827347,510,0.2,0.0003
924.67,1493,72,9.0,108544,53,0.015834011,-0.003104681635159068,-1.124849208071828,0.7637295573949814,0.10157576973797404,0.149267578125,-0.010044352151453495,520,0.2,0.0003
924.67,1493,74,9.0,110592,54,0.020940078,-0.011602730170125142,-0.8664056343957782,0.9455049782991409,0.025518483377527445,0.178076171875,0.013853322714567184,530,0.2,0.0003
915.65,1492,75,10.0,112640,55,0.033455476,-0.016311910847434774,-1.0645206024870277,0.9596208892762661,0.08677737660700587,0.244384765625,-0.04142110049724579,540,0.2,0.0003
915.65,1492,76,10.0,114688,56,0.0055113127,-0.0066521122440462935,-0.9347003830596805,0.7698830217123032,12.427012174855918,0.041064453125,1.7973566055297852,550,0.2,0.0003
915.65,1492,78,10.0,116736,57,0.044262856,-0.01635790096479468,-1.010430566780269,0.7659366875886917,0.017833264026558028,0.19453125,-0.002263505943119526,560,0.2,0.0003
915.65,1491,79,10.0,118784,58,0.021310546,-0.010623826482333242,-1.2685209017246961,0.05080676078796387,0.17552704394329338,0.200732421875,0.10520230233669281,570,0.2,0.0003
915.65,1492,80,10.0,120832,59,0.043825362,-0.016890779085224496,-0.9928392056375742,0.7598126828670502,0.010645733957062475,0.243896484375,0.04516271501779556,580,0.2,0.0003
915.65,1491,82,10.0,122880,60,0.03884127,-0.018498470645863564,-1.2640895299613475,-0.0007219314575195312,0.008701294240290735,0.35634765625,-0.038786787539720535,590,0.2,0.0003
916.77,1490,83,10.0,124928,61,0.014250128,-0.010713395811035299,-1.1937744252383709,0.1605319380760193,0.005874951229316139,0.187353515625,-0.01764761097729206,600,0.2,0.0003
916.77,1490,85,10.0,126976,62,0.013056002,-0.007139472963172011,-1.2359886802732944,0.6350773572921753,5.478341640033614,0.0501953125,0.5017193555831909,610,0.2,0.0003
916.77,1490,86,10.0,129024,63,0.012411619,-0.012003988347714767,-0.9146787343546748,-2.0405783653259277,0.021253199565035175,0.103076171875,-7.970957085490227e-05,620,0.2,0.0003
916.77,1490,87,10.0,131072,64,0.057351094,0.002333183609880507,-0.8632180778309703,0.8270349353551865,0.0026452442146364776,0.205615234375,0.04163321107625961,630,0.2,0.0003
916.77,1490,89,10.0,133120,65,0.015805293,-0.03839288934250362,-0.8922273319214582,0.9201272428035736,0.0027194204993065798,0.172265625,-0.038309648633003235,640,0.2,0.0003
916.77,1491,90,10.0,135168,66,0.043530833,-0.027951429929817095,-1.1578339513391256,0.8925073742866516,0.009849748813758196,0.49326171875,-0.11146768927574158,650,0.2,0.0003
916.77,1491,91,10.0,137216,67,0.019517299,-0.027117256566998548,-1.0656350955367089,0.682939738035202,0.001173804330483108,0.196728515625,-0.08316468447446823,660,0.2,0.0003
900.6,1491,93,12.0,139264,68,0.0177674,-0.013297196450002957,-1.000718381255865,0.8747463673353195,6.120532997325062,0.075634765625,3.306156635284424,670,0.2,0.0003
909.86,1491,94,11.0,141312,69,0.017389461,-0.0012341396446572616,-1.287012791633606,0.8908310607075691,6.2384545178443656,0.1814453125,0.5642011165618896,680,0.2,0.0003
909.86,1491,96,11.0,143360,70,0.021307193,-0.01945625757507514,-1.2951366763561964,0.027722537517547607,2.4710250213742255,0.20341796875,1.1869159936904907,690,0.2,0.0003
909.86,1490,97,11.0,145408,71,0.020209784,-0.02719968398741912,-1.24709292948246,0.9180238023400307,0.03282281900392263,0.2462890625,-0.01508399285376072,700,0.2,0.0003
911.07,1491,98,11.0,147456,72,0.017481217,-0.011805772842490115,-1.3027963228523731,0.7542800158262253,0.3533393252233509,0.20283203125,0.03826175630092621,710,0.2,0.0003
911.07,1491,100,11.0,149504,73,0.0041795997,-0.006144656923424918,-0.9574137466028333,0.89176856726408,15.100403649709188,0.03818359375,19.464237213134766,720,0.2,0.0003
902.95,1491,101,12.0,151552,74,0.01122432,-0.015155291371047496,-0.665797558426857,0.7633803635835648,0.03082061324530514,0.129345703125,0.04716980829834938,730,0.2,0.0003
885.48,1491,102,14.0,153600,75,0.00924008,-0.010457654116908088,-1.2697278540581465,0.8630098700523376,5.5567657185718415,0.076708984375,2.100759983062744,740,0.2,0.0003
894.07,1491,104,13.0,155648,76,0.0018516954,-0.009956654148118105,-1.2650579210370778,0.8757900223135948,27.253012564731762,0.01748046875,37.70708465576172,750,0.2,0.0003
894.07,1492,105,13.0,157696,77,0.023878524,-0.01889467947767116,-0.870075704716146,0.9405219294130802,0.034354506779345685,0.25341796875,-0.01635044813156128,760,0.2,0.0003
894.07,1492,107,13.0,159744,78,0.0392455,-0.016538541665067897,-1.2053291704505682,0.8974625617265701,0.2389686764436192,0.28125,0.15650326013565063,770,0.2,0.0003
877.75,1492,108,15.0,161792,79,0.01804225,-0.021407314273528755,-0.8018194030970335,0.7733570784330368,0.0011359177066992744,0.19912109375,-0.04472412168979645,780,0.2,0.0003
877.75,1492,109,15.0,163840,80,0.0050386842,-0.01351738330849912,-0.8573763452470302,0.8640833497047424,31.655887588858604,0.0271484375,22.251943588256836,790,0.2,0.0003
877.75,1492,111,15.0,165888,81,0.029386751,-0.02603715523146093,-0.6579580596648157,0.6778396368026733,0.0032023324295096245,0.329833984375,-0.05964427813887596,800,0.2,0.0003
860.95,1492,112,16.0,167936,82,0.014404001,-0.0064179125125519935,-1.0670306256040931,0.5323731303215027,0.0007906023618431846,0.176708984375,-0.024096360430121422,810,0.2,0.0003
859.86,1493,113,16.0,169984,83,0.009334078,-0.0029809029831085352,-1.1132020175457,0.7855350971221924,5.041770842267579,0.095166015625,0.06789074838161469,820,0.2,0.0003
859.86,1493,115,16.0,172032,84,0.027913604,-0.017929510422982277,-1.238369307294488,0.865807294845581,0.7781260194489732,0.176220703125,0.49363893270492554,830,0.2,0.0003
869.54,1493,116,15.0,174080,85,0.026641123,-0.012815364604466594,-1.23067841604352,0.8224083483219147,0.3809608559124172,0.21220703125,0.24887681007385254,840,0.2,0.0003
869.54,1493,117,15.0,176128,86,0.03502077,-0.012911808080389164,-1.1355181090533732,0.8871876001358032,0.1492357160022948,0.18134765625,0.07116420567035675,850,0.2,0.0003
858.38,1494,119,17.0,178176,87,0.023815425,-0.027211820537922905,-0.994179978966713,0.7974116802215576,0.010295573979965411,0.2169921875,-0.03262510895729065,860,0.2,0.0003
846.8,1494,120,19.0,180224,88,0.0084655285,-0.011964593117590993,-0.9676349302753806,0.9013544395565987,8.594367270823568,0.051025390625,0.35487228631973267,870,0.2,0.0003
836.81,1494,121,20.0,182272,89,0.00931192,-0.014111289437278175,-1.2165515590459108,0.9123773649334908,8.032509093172848,0.045263671875,8.500715255737305,880,0.2,0.0003
817.36,1494,123,22.0,184320,90,0.040590636,-0.01897119711502455,-1.046869627945125,0.9713760670274496,0.06947119340475183,0.26240234375,-0.03725723922252655,890,0.2,0.0003
817.36,1495,124,22.0,186368,91,0.040806156,-0.005968187603866681,-0.752933350764215,0.9491368010640144,0.7866565361469838,0.166650390625,-0.017469020560383797,900,0.2,0.0003
817.36,1495,126,22.0,188416,92,0.02628798,-0.02396403067104984,-0.9910248288884759,0.1313984990119934,2.8656325933523474,0.172607421875,0.39109525084495544,910,0.2,0.0003
802.57,1494,127,24.0,190464,93,0.020211134,-0.0068726630532182755,-0.47061623716726897,0.909582294523716,0.02545886185434938,0.092919921875,-0.026958640664815903,920,0.2,0.0003
755.46,1494,128,29.0,192512,94,0.022745784,-0.011530029241112062,-1.2178071960806847,0.8597002625465393,7.694216139055788,0.124072265625,10.04425048828125,930,0.2,0.0003
736.4,1494,130,31.0,194560,95,0.0039752414,-0.008168440381996333,-0.8903081275522708,0.953035619109869,7.241280110552907,0.023193359375,0.9155871868133545,940,0.2,0.0003
736.4,1494,131,31.0,196608,96,0.010627402,-0.005527060735039413,-0.7034483568742871,0.9667280316352844,2.271881337533705,0.093017578125,0.31191515922546387,950,0.2,0.0003
725.39,1494,132,32.0,198656,97,0.024957318,-0.015760628653515595,-1.008561271429062,0.6996637284755707,0.027038143378376844,0.26630859375,-0.03495638817548752,960,0.2,0.0003
725.39,1494,134,32.0,200704,98,0.023979282,-0.007716433086898178,-0.968388631939888,0.9615464694797993,1.6147896101581865,0.150439453125,0.43267154693603516,970,0.2,0.0003
667.56,1494,135,38.0,202752,99,0.08278367,-0.05667060769628733,-0.9604004949331284,0.9574140459299088,0.0637957631261088,0.278759765625,-0.019802138209342957,980,0.2,0.0003
647.97,1494,137,40.0,204800,100,0.011297106,-0.012112741841701791,-0.5598635307513178,0.98715456482023,1.9526983418501913,0.09697265625,0.8250212073326111,990,0.2,0.0003
619.54,1494,138,43.0,206848,101,0.031866737,-0.01251111010205932,-0.7379295330494642,0.9845967665314674,2.2384144765441305,0.082373046875,0.32851627469062805,1000,0.2,0.0003
617.65,1495,139,43.0,208896,102,0.010282291,-0.006801825424190611,-0.916245711222291,0.9812507908791304,1.047520690271631,0.093359375,0.23215986788272858,1010,0.2,0.0003
609.59,1495,141,44.0,210944,103,0.022116538,-0.004805167615995742,-0.8722515964880586,0.9699710812419653,0.8538402821868658,0.21923828125,0.07549621909856796,1020,0.2,0.0003
609.59,1495,142,44.0,212992,104,0.016566595,-0.009793741487374063,-0.9942795040085912,0.9868607129901648,2.985974200372584,0.074560546875,1.165232539176941,1030,0.2,0.0003
599.3,1495,143,45.0,215040,105,0.0126637425,-0.000679427688010037,-0.9416666340082884,0.6193693578243256,0.8575442886794917,0.1232421875,0.2734801471233368,1040,0.2,0.0003
596.64,1496,145,46.0,217088,106,0.025315657,-0.007227816307567992,-0.8904146376997233,0.9822480659931898,2.199171233008383,0.087646484375,0.8876784443855286,1050,0.2,0.0003
586.86,1495,146,47.0,219136,107,0.015112575,-0.02482306809106376,-0.876924023218453,0.8940382972359657,6.2606006395071745,0.149853515625,3.793687582015991,1060,0.2,0.0003
575.21,1495,147,48.0,221184,108,0.022871798,0.0011484198068501428,-0.9694357255473733,0.9982033978449181,0.08107499849174929,0.181396484375,0.0695328563451767,1070,0.2,0.0003
565.02,1495,149,49.0,223232,109,0.019457664,-0.0064395634224638345,-0.8442887522280216,0.9811744075268507,1.479566957562929,0.05439453125,0.7765403389930725,1080,0.2,0.0003
566.34,1495,150,49.0,225280,110,0.014811772,-0.012825865170452744,-0.9372914841398596,0.8314901888370514,6.727238449454307,0.172705078125,1.548705816268921,1090,0.2,0.0003
543.51,1495,152,52.0,227328,111,0.04581362,-0.0112589260796085,-0.971190620958805,0.7941944301128387,13.007440605014562,0.069970703125,4.049830436706543,1100,0.2,0.0003
516.66,1495,153,54.0,229376,112,0.020818109,-0.013945330187561921,-1.0545523596927524,0.9829077683389187,1.8797919634962454,0.166650390625,0.10237637162208557,1110,0.2,0.0003
519.9,1495,154,53.0,231424,113,0.028992387,-0.03149662641662872,-0.9464466372504831,0.992842476349324,1.3197042629355564,0.208203125,0.03330223262310028,1120,0.2,0.0003
519.95,1495,156,53.0,233472,114,0.021605846,-0.0026340993281337433,-0.9193636236712337,0.9876997666433454,0.3905270036077127,0.19189453125,0.2387816607952118,1130,0.2,0.0003
510.1,1495,157,54.0,235520,115,0.019984186,-0.010567002175957897,-0.945457206852734,0.9794006999582052,2.030789314722642,0.17373046875,0.5795460343360901,1140,0.2,0.0003
510.1,1495,158,54.0,237568,116,0.012720977,-0.0010503728466574104,-1.001640959829092,0.9574701450765133,2.665674487501383,0.126953125,1.7380164861679077,1150,0.2,0.0003
506.97,1495,160,54.0,239616,117,0.019321749,-0.008536896170699037,-0.9920970050618052,-1.1412618160247803,2.412909453432076,0.18466796875,2.7900078296661377,1160,0.2,0.0003
506.97,1495,161,54.0,241664,118,0.01885663,-0.009679618300287985,-0.9842847304418683,0.9414665810763836,3.589960995409638,0.08798828125,2.398392677307129,1170,0.2,0.0003
525.87,1496,162,52.0,243712,119,0.015771832,0.0004438197531271726,-1.137793331965804,0.8745455592870712,0.8018352457787842,0.21259765625,0.10915227234363556,1180,0.2,0.0003
524.36,1496,164,52.0,245760,120,0.026412763,-0.010384084063116462,-0.9700074942782522,0.007691323757171631,0.5784717823029496,0.254248046875,0.7530246376991272,1190,0.2,0.0003
538.79,1496,165,51.0,247808,121,0.04890161,-0.006372691717115231,-0.5921303601004183,0.975520420819521,0.694019328779541,0.195166015625,0.06048984453082085,1200,0.2,0.0003
506.77,1496,166,55.0,249856,122,0.056763,-0.01685933983826544,-0.8241371788084507,0.9574383720755577,5.191130946576595,0.12138671875,0.44964611530303955,1210,0.2,0.0003
516.52,1496,168,54.0,251904,123,0.027676187,-0.012235631191288121,-0.9752184746786952,0.961769338697195,1.766084168246016,0.14345703125,0.43565633893013,1220,0.2,0.0003
508.35,1497,169,55.0,253952,124,0.03212306,-0.00950487674708711,-1.0221652632579208,0.6199006736278534,0.14230583911703434,0.251708984375,0.08737412840127945,1230,0.2,0.0003
517.9,1497,170,54.0,256000,125,0.016352635,-0.012530613387934864,-0.9701053550466895,0.9855288192629814,1.8261910402681678,0.107080078125,0.3286902904510498,1240,0.2,0.0003
504.85,1497,172,55.0,258048,126,0.019638631,-0.007682754492270761,-0.8054149800911545,0.9622517563402653,3.399192549474537,0.14775390625,3.099400281906128,1250,0.2,0.0003
484.06,1497,173,57.0,260096,127,0.019041028,-0.0037785563472425565,-0.7661702390760183,0.9907849952578545,1.948095731320791,0.1365234375,1.9668198823928833,1260,0.2,0.0003
463.95,1496,175,59.0,262144,128,0.012670172,-0.01048431144154165,-0.941934166662395,0.9819715097546577,3.7297812432050703,0.084716796875,1.3072630167007446,1270,0.2,0.0003
483.26,1496,176,57.0,264192,129,0.010080226,0.00010660736588761211,-0.868105286359787,0.9777928665280342,1.7653129235375673,0.08037109375,0.4118765890598297,1280,0.2,0.0003
448.18,1497,177,60.0,266240,130,0.051281776,-0.00813701975857839,-1.053771891258657,0.7093504369258881,0.2968171519925818,0.252587890625,0.12040494382381439,1290,0.2,0.0003
459.39,1497,179,59.0,268288,131,0.017321333,-0.02629755734524224,-0.7727745350450277,0.9874554201960564,0.8129379251273349,0.117724609375,0.25117599964141846,1300,0.2,0.0003
459.24,1497,180,59.0,270336,132,0.010693345,-0.005108030655537732,-1.0509708415716887,0.9816296380013227,2.5246049077482895,0.053662109375,1.142703890800476,1310,0.2,0.0003
468.2,1497,181,58.0,272384,133,0.01809771,-0.007897934858920052,-0.812966400012374,0.9978213745635003,0.07608736537004006,0.157666015625,0.01109403371810913,1320,0.2,0.0003
462.05,1497,183,58.0,274432,134,0.01584747,-0.009680501389084384,-0.813046807795763,0.9465902149677277,0.010420262516345247,0.116357421875,-0.022788478061556816,1330,0.2,0.0003
445.01,1497,184,60.0,276480,135,0.015236939,-0.010524866246851162,-0.558310919534415,0.9976042308844626,0.3519689615117386,0.102587890625,0.09489718824625015,1340,0.2,0.0003
454.17,1497,186,59.0,278528,136,0.004936167,-0.011421033207443542,-0.982926687411964,0.9785920847207308,3.471735868230462,0.0505859375,1.4376013278961182,1350,0.2,0.0003
419.66,1497,187,63.0,280576,137,0.03619927,-0.008077802340267226,-0.891972829401493,0.8630188256502151,0.09786458373346249,0.29462890625,0.08489818871021271,1360,0.2,0.0003
372.66,1496,188,68.0,282624,138,0.0125151025,-0.01560724815062713,-0.543078697193414,0.983431002125144,5.714949479326606,0.109912109375,3.8760743141174316,1370,0.2,0.0003
369.65,1497,190,68.0,284672,139,0.0055038705,-0.013447722861019428,-0.7825692092999816,0.9953265762887895,1.9591535155894235,0.05087890625,0.3924931287765503,1380,0.2,0.0003
382.48,1497,191,66.0,286720,140,0.008659654,-0.010058475329424254,-0.8684340512380004,0.9914899440482259,2.092072929837741,0.058984375,0.5870224237442017,1390,0.2,0.0003
391.64,1497,192,65.0,288768,141,0.059203066,-0.01791266014915891,-0.6669231162406504,0.6448933780193329,0.027119949636107775,0.259814453125,-0.03558294102549553,1400,0.2,0.0003
382.48,1497,194,66.0,290816,142,0.012613839,-0.012268254460650496,-0.9510279202833771,0.9541176408529282,4.473863735748455,0.14892578125,0.2782059609889984,1410,0.2,0.0003
392.79,1497,195,65.0,292864,143,0.01860397,-0.008026063528086524,-1.0828553536906838,0.9970563626848161,0.33855775913834807,0.1958984375,0.01270056888461113,1420,0.2,0.0003
393.03,1497,196,65.0,294912,144,0.017782,-0.013617503357818351,-1.1071910541504622,0.9922663797624409,0.701448685687501,0.146044921875,0.22536224126815796,1430,0.2,0.0003
402.69,1497,198,64.0,296960,145,0.015174543,-0.012079811326111667,-1.0729137290269137,0.9871035162359476,1.7302748073125258,0.079443359375,0.9909155368804932,1440,0.2,0.0003
411.6,1497,199,63.0,299008,146,0.02250444,-0.016609960212372245,-1.174895840883255,-0.679182767868042,0.010517540476212162,0.24873046875,0.021198516711592674,1450,0.2,0.0003
413.76,1497,201,63.0,301056,147,0.015973374,-0.013327255191688892,-1.205608107149601,0.9985608195420355,0.07308343861077446,0.188330078125,-0.0017022229731082916,1460,0.2,0.0003
424.35,1497,202,62.0,303104,148,0.012954785,-0.025340851477812974,-1.0643776191398502,0.9882296351715922,1.4800183724611997,0.077392578125,1.5654224157333374,1470,0.2,0.0003
441.39,1497,203,61.0,305152,149,0.011341366,-0.007785574873560108,-1.1075543504208327,0.8924634456634521,14.765600653830916,0.10712890625,1.6386988162994385,1480,0.2,0.0003
415.56,1497,205,64.0,307200,150,0.009756573,-0.012345374497454032,-1.1370614629238844,0.9912265744060278,2.125022671435727,0.075732421875,1.1502737998962402,1490,0.2,0.0003
428.07,1497,206,63.0,309248,151,0.0076941894,-0.01758278313500341,-1.049720200523734,0.9586589373648167,23.023639411479234,0.07958984375,6.3775248527526855,1500,0.2,0.0003
