rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/clip_fraction,train/loss,train/clip_range,train/approx_kl,train/learning_rate,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/value_loss,train/entropy_loss
922.7142857142857,7.792207792207792,35,48,1491,71680,0.242236328125,-0.06778071075677872,0.2,0.02692844,0.0003,0.9015474766492844,340,-0.05537426866212627,0.07864439624827355,-0.39969407906755805
924.6708860759494,7.594936708860759,36,49,1489,73728,0.08583984375,-0.042528167366981506,0.2,0.34442,0.0003,0.8533432185649872,350,-0.00436323688190896,0.05310626061982475,-0.18475170870660804
926.5308641975308,7.407407407407407,37,50,1489,75776,0.12109375,0.012634369544684887,0.2,0.015459309,0.0003,0.9070776775479317,360,-0.000406820815987885,0.10799201779882424,-0.630969397816807
928.3012048192771,7.228915662650603,38,52,1488,77824,0.165625,-0.002714211121201515,0.2,0.020006524,0.0003,0.8993783742189407,370,-0.009773324997513554,0.15639502724661725,-0.7216217933222652
929.9882352941177,7.0588235294117645,39,53,1488,79872,0.107080078125,-0.030330289155244827,0.2,0.092271134,0.0003,0.5319277942180634,380,-0.0073788572888588535,0.0028769924443622585,-0.27735953545197845
931.5977011494252,6.896551724137931,40,55,1488,81920,0.189208984375,-0.021359922364354134,0.2,0.042174384,0.0003,0.926418624818325,390,-0.007630126198637299,0.028930251268502617,-0.5008871083147823
933.1348314606741,6.741573033707865,41,56,1489,83968,0.09228515625,0.0023776369635015726,0.2,0.02372186,0.0003,0.8623139411211014,400,-0.0031640434463042766,0.0013835222533998604,-0.3114187020808458
934.6043956043956,6.593406593406593,42,57,1488,86016,0.167431640625,-0.02825383096933365,0.2,0.018343795,0.0003,0.9302468970417976,410,-0.01991189313994255,0.02614288462937111,-0.6619014628231525
936.6914893617021,6.382978723404255,43,59,1489,88064,0.080322265625,-0.021663956344127655,0.2,0.0076761236,0.0003,0.6283852756023407,420,-0.0025847294135019185,0.030242903782209396,-0.29472173429094256
938.0104166666666,6.25,44,60,1490,90112,0.31396484375,-0.03232964500784874,0.2,0.038870662,0.0003,0.923557311296463,430,-0.031075383559800683,0.015796783447513008,-0.6644287884235383
939.2755102040817,6.122448979591836,45,61,1490,92160,0.12626953125,-0.05696331709623337,0.2,0.06972937,0.0003,-0.06063520908355713,440,0.0019195740213035605,0.00010503073057748225,-0.2482822664314881
940.49,6.0,46,63,1490,94208,0.024951171875,-0.010483493097126484,0.2,0.0025223915,0.0003,0.9508524648845196,450,-0.013793883670587093,0.000582955272865604,-0.06945260178217723
940.49,6.0,47,64,1491,96256,0.12587890625,0.012744855135679245,0.2,0.030714562,0.0003,0.6919905245304108,460,-0.007425278802111279,0.020969096039334546,-0.8942396303638815
940.49,6.0,48,65,1490,98304,0.13818359375,-0.031004533171653748,0.2,0.014712496,0.0003,0.37167268991470337,470,-0.02488657088833861,0.00293882032754027,-0.3040401335805655
940.49,6.0,49,67,1490,100352,0.176123046875,-0.02915692888200283,0.2,0.016625207,0.0003,0.5581535398960114,480,-0.01077356095192954,0.0071245558883674676,-1.0444303177297116
950.33,5.0,50,68,1490,102400,0.30791015625,-0.05395735800266266,0.2,0.03757327,0.0003,0.9043045863509178,490,-0.04982112865254749,0.0009666873520473018,-0.58736079800874
950.33,5.0,51,70,1490,104448,0.231982421875,-0.049612611532211304,0.2,0.056128934,0.0003,0.4679194688796997,500,-0.02870199507451616,0.011911241513007553,-0.8742741523310542
950.33,5.0,52,71,1490,106496,0.251025390625,-0.05736522004008293,0.2,0.08459095,0.0003,0.7316814363002777,510,-0.02173405297799036,0.0036122719589911866,-0.9314166478812694
950.33,5.0,53,72,1490,108544,0.212646484375,-0.04915044456720352,0.2,0.044269167,0.0003,0.7860186100006104,520,-0.015318660598131828,0.003430789341291529,-0.7865874383598566
950.33,5.0,54,74,1490,110592,0.20869140625,-0.07420481741428375,0.2,0.044131793,0.0003,0.7028225064277649,530,-0.020799121324671432,0.0042136079033298305,-1.0005593433976174
950.33,5.0,55,75,1490,112640,0.284521484375,-0.01956278644502163,0.2,0.029294057,0.0003,0.7410275340080261,540,-0.01864540952083189,0.0036016854774061358,-1.1607277318835258
940.6,6.0,56,76,1490,114688,0.26337890625,-0.020547477528452873,0.2,0.026387133,0.0003,-0.060094356536865234,550,-0.017538817890454084,0.0016659820783388568,-1.2388921871781349
940.6,6.0,57,78,1490,116736,0.238232421875,3.3564186096191406,0.2,0.030692054,0.0003,0.08459240198135376,560,-0.012065829306084196,9.566936704635737,-1.0973299030214547
950.5,5.0,58,79,1490,118784,0.17666015625,-0.04831981658935547,0.2,0.041439317,0.0003,-0.8496443033218384,570,-0.007464857219019905,0.0008330801435249668,-0.7908093709498644
950.5,5.0,59,81,1490,120832,0.253564453125,-0.03610353544354439,0.2,0.026465876,0.0003,-0.5483014583587646,580,-0.019146399936289527,0.0024008383581531232,-1.2172518331557511
950.5,5.0,60,82,1490,122880,0.169873046875,-0.020290842279791832,0.2,0.014502511,0.0003,-2.611116409301758,590,-0.022055735092726535,0.02599718335332,-1.2094237975776196
950.5,5.0,61,83,1490,124928,0.164599609375,-0.03707708418369293,0.2,0.054065444,0.0003,0.8469304591417313,600,-0.010484216222539543,0.00012067049011363907,-0.6493012210354209
950.5,5.0,62,85,1490,126976,0.131494140625,-0.047623783349990845,0.2,0.008687031,0.0003,0.8754364550113678,610,-0.011200974896200932,0.0034944798651849853,-0.703980840742588
960.36,4.0,63,86,1491,129024,0.144091796875,0.004962168633937836,0.2,0.022132207,0.0003,0.9334599077701569,620,-0.0022938213049201297,0.1755767345253844,-0.8500948049128055
960.36,4.0,64,87,1490,131072,0.076708984375,0.06601135432720184,0.2,0.009622965,0.0003,0.7284247279167175,630,-0.014103847366641276,0.3487199972139933,-0.6230484222061932
960.36,4.0,65,89,1491,133120,0.123486328125,-0.0045575713738799095,0.2,0.012958411,0.0003,0.24476683139801025,640,-0.010812567691027652,0.0006778381539561451,-1.0510768227279186
960.36,4.0,66,90,1491,135168,0.147412109375,0.02776997908949852,0.2,0.023166547,0.0003,0.8980991989374161,650,-0.0073320325347594915,0.0008964990765662151,-1.069459499232471
960.36,4.0,67,91,1492,137216,0.054345703125,0.003956117667257786,0.2,0.023864606,0.0003,0.755872517824173,660,-0.0015092998597538098,0.00027070877080035414,-0.14735781168565154
970.34,3.0,68,93,1492,139264,0.148193359375,0.0034234244376420975,0.2,0.029394697,0.0003,0.8423164933919907,670,-0.009979820644366555,0.36386896249023265,-0.7534003784880042
973.48,3.0,69,94,1492,141312,0.06015625,-0.024990947917103767,0.2,0.006446922,0.0003,-1.9361119270324707,680,-0.007144263017107732,0.027780886594337063,-0.5928832860663533
973.48,3.0,70,96,1493,143360,0.16298828125,4.1635637283325195,0.2,0.018318087,0.0003,0.098682701587677,690,-0.0033822346071247012,22.022368678697966,-1.132926420494914
973.48,3.0,71,97,1492,145408,0.16787109375,-0.03901739791035652,0.2,0.027788948,0.0003,-0.007609367370605469,700,-0.023023456663941032,0.0026537961050053125,-0.6517578332684935
973.48,3.0,72,98,1492,147456,0.15107421875,-0.03510066494345665,0.2,0.013359332,0.0003,0.7611250728368759,710,-0.018965575116453692,0.0019777475578393934,-0.6375845069997013
973.48,3.0,73,100,1492,149504,0.1447265625,0.33341455459594727,0.2,0.022334488,0.0003,0.09990048408508301,720,-0.01441643620200921,1.9228189576417207,-0.6486287651583552
973.48,3.0,74,101,1492,151552,0.13740234375,0.2057514190673828,0.2,0.03887108,0.0003,0.7404079735279083,730,-0.012060943472897634,0.36387544609606265,-0.6177384328097105
964.02,4.0,75,102,1492,153600,0.187744140625,-0.007203396409749985,0.2,0.018204499,0.0003,0.7173059284687042,740,-0.023884964021272027,0.11930655121686869,-1.0986571291461587
964.02,4.0,76,104,1492,155648,0.07080078125,-0.018655095249414444,0.2,0.0051293154,0.0003,0.3477655053138733,750,0.0001402516383677721,10.417753881522367,-0.6948027281090617
964.02,4.0,77,105,1491,157696,0.06494140625,0.2898175120353699,0.2,0.003896709,0.0003,0.5264178812503815,760,-0.007116960002167616,4.322404034150532,-0.4767168150283396
964.02,4.0,78,107,1492,159744,0.0015625,0.0160117968916893,0.2,0.0024794152,0.0003,0.919443778693676,770,8.610558579675853e-05,0.05154839490451195,-0.0016878898755749105
974.0,3.0,79,108,1492,161792,0.116357421875,-0.019307930022478104,0.2,0.009361882,0.0003,0.6730045080184937,780,-0.003921232133870944,0.01933472591190366,-0.536899884045124
974.0,3.0,80,109,1492,163840,0.103369140625,0.30284690856933594,0.2,0.020764295,0.0003,0.5055932998657227,790,-0.007982482301304116,1.3286651332397015,-0.560400435514748
974.0,3.0,81,111,1492,165888,0.110595703125,0.17484726011753082,0.2,0.023210593,0.0003,0.6036596298217773,800,-0.011827926483238115,1.0552302236668765,-0.7404027873650193
974.0,3.0,82,112,1492,167936,0.197509765625,0.01444997452199459,0.2,0.02922545,0.0003,0.8302248269319534,810,-0.01457506545993965,0.25669355916325004,-1.108485448732972
974.0,3.0,83,113,1492,169984,0.083837890625,0.9829808473587036,0.2,0.011278614,0.0003,0.4079188108444214,820,-0.02004649119626265,2.2541214595083146,-0.8728025812655688
974.0,3.0,84,115,1492,172032,0.009326171875,0.026731310412287712,0.2,0.012642857,0.0003,0.9257161989808083,830,-0.0006087008587201126,0.0163478636958871,-0.01829340374079038
974.0,3.0,85,116,1492,174080,0.0890625,-0.057994335889816284,0.2,0.5074001,0.0003,0.9490051753818989,840,-0.01682805256859865,0.001925501782596939,-0.029683268335247703
974.0,3.0,86,118,1492,176128,0.19169921875,-0.0474323146045208,0.2,0.0374144,0.0003,0.8937570676207542,850,-0.046684604248730464,0.0034798118082562724,-0.4724374134093523
974.0,3.0,87,119,1492,178176,0.044677734375,-0.008847268298268318,0.2,0.01001178,0.0003,0.9591916128993034,860,-0.0013382507080677898,0.0002714746190292772,-0.15200925365788862
974.0,3.0,88,120,1492,180224,0.172412109375,0.12181037664413452,0.2,0.036172595,0.0003,0.054428279399871826,870,-0.00813311894016806,0.09992607461172157,-0.6022660706192255
974.0,3.0,89,122,1493,182272,0.228125,0.0040831491351127625,0.2,0.064233415,0.0003,0.6514179110527039,880,-0.021673674226622097,0.13501345737022347,-0.654691730812192
974.0,3.0,90,123,1493,184320,0.30908203125,-0.0331677608191967,0.2,0.031565256,0.0003,-0.3266479969024658,890,-0.03481902080529835,0.11819742618827149,-1.180780364573002
974.0,3.0,91,124,1493,186368,0.16923828125,-0.01195468194782734,0.2,0.06580046,0.0003,0.6715311110019684,900,-0.01155591027927585,0.01692861135234125,-0.9469295553863049
974.0,3.0,92,126,1493,188416,0.184375,-0.040735308080911636,0.2,0.021793593,0.0003,0.5563101768493652,910,-0.025967024452984332,0.0007619958914574454,-0.42404955299571157
964.01,4.0,93,127,1494,190464,0.27412109375,0.0002366011030972004,0.2,0.02457003,0.0003,0.9387052282691002,920,-0.015454561499063857,0.0016606326964392793,-0.8257146658375859
964.01,4.0,94,128,1494,192512,0.42607421875,-0.05596824735403061,0.2,0.041378655,0.0003,0.22981172800064087,930,-0.06196846131351776,2.3156655143314766,-0.4209918439206376
964.01,4.0,95,130,1494,194560,0.41005859375,-0.04872339591383934,0.2,0.03589732,0.0003,-3.0766844749450684,940,-0.015926159043738154,0.0045985019776708215,-0.6885588654316962
949.87,6.0,96,131,1493,196608,0.1953125,0.1190003901720047,0.2,0.021653617,0.0003,0.17314940690994263,950,-0.021843822207301855,0.26319145353045315,-1.1575318090617657
945.75,7.0,97,132,1493,198656,0.058935546875,4.693333625793457,0.2,0.050373457,0.0003,0.22867006063461304,960,-0.010732026648474858,14.944868970732205,-0.35433280034922066
945.75,7.0,98,134,1493,200704,0.024462890625,4.761940002441406,0.2,0.003661437,0.0003,0.889550231397152,970,-0.007785232279275078,16.314589009573684,-0.8079943807795644
929.89,9.0,99,135,1493,202752,0.17880859375,4.887342929840088,0.2,0.023772739,0.0003,-1.0359840393066406,980,-0.017184918018756434,8.770311982929707,-1.1747922118753196
914.88,11.0,100,137,1493,204800,0.057080078125,10.822759628295898,0.2,0.05937738,0.0003,0.7813359200954437,990,-0.004014585970435291,9.538866055663675,-0.8882498569786549
914.88,11.0,101,138,1493,206848,0.020654296875,9.882386207580566,0.2,0.0052449317,0.0003,0.7898179739713669,1000,-0.009411745355464518,35.58684082813561,-1.0545199552550912
914.88,11.0,102,139,1493,208896,0.23720703125,0.6411675214767456,0.2,0.024910504,0.0003,0.7351657748222351,1010,-0.011636365632875822,1.2821803000755607,-0.9467173466458917
914.88,11.0,103,141,1493,210944,0.162890625,0.344657838344574,0.2,0.014527939,0.0003,0.7232648730278015,1020,-0.008849590804311446,2.0426712122745814,-0.8362268298864365
914.88,11.0,104,142,1493,212992,0.36787109375,0.0046142153441905975,0.2,0.055475198,0.0003,0.20464617013931274,1030,-0.010164568312757184,0.08132790688723616,-0.8218957971781492
914.88,11.0,105,143,1493,215040,0.18671875,0.026055535301566124,0.2,0.015953584,0.0003,0.2867617607116699,1040,-0.004837763187242672,0.047089018301630856,-0.856085104495287
905.11,12.0,106,145,1493,217088,0.162353515625,0.10990573465824127,0.2,0.022429489,0.0003,0.8175851553678513,1050,-0.011012480832869187,0.5871432993095368,-1.1316618256270885
896.09,13.0,107,146,1493,219136,0.1583984375,0.06872402876615524,0.2,0.012905745,0.0003,0.7916178107261658,1060,-0.007993348230957053,1.309715074286214,-0.8749235549941659
888.5,14.0,108,148,1493,221184,0.044091796875,0.12245087325572968,0.2,0.0051399413,0.0003,0.8754628673195839,1070,-0.006759029740351252,3.9997093147598206,-0.9072859711945057
870.94,16.0,109,149,1493,223232,0.079345703125,1.8563026189804077,0.2,0.0093289325,0.0003,0.8971121162176132,1080,-0.014040542067959905,3.9408383816480637,-1.040284899994731
858.62,17.0,110,150,1494,225280,0.038818359375,6.855373859405518,0.2,0.0068998164,0.0003,0.9727727696299553,1090,-0.014633574378967751,7.365953773306683,-0.5807833017781376
848.7,18.0,111,152,1494,227328,0.127587890625,1.3636420965194702,0.2,0.018851293,0.0003,0.9040535241365433,1100,-0.01421501245786203,2.256587863434106,-1.0687606744468212
819.93,21.0,112,153,1494,229376,0.23720703125,0.37729454040527344,0.2,0.017665958,0.0003,0.9706793185323477,1110,-0.00976428235298954,1.0011792784323916,-0.8633058631792665
810.48,22.0,113,154,1494,231424,0.122705078125,0.6592855453491211,0.2,0.0138153145,0.0003,0.9841670878231525,1120,-0.009547792928060517,1.7700656093657017,-1.0552287761121988
801.23,23.0,114,156,1494,233472,0.111767578125,0.21948668360710144,0.2,0.014748372,0.0003,0.9407639652490616,1130,-0.009224666908266954,1.1033490292495116,-0.9227476796135307
801.23,23.0,115,157,1494,235520,0.084130859375,0.35474443435668945,0.2,0.0071233623,0.0003,0.9823669344186783,1140,-0.004691500394255854,0.992563271720428,-0.7809615027159452
791.58,24.0,116,158,1494,237568,0.24462890625,0.8129177689552307,0.2,0.03129925,0.0003,-0.7021661996841431,1150,-0.028630515414988622,1.1299131245003082,-1.217131171375513
791.58,24.0,117,160,1494,239616,0.193994140625,0.4694676399230957,0.2,0.016152173,0.0003,0.9782468248158693,1160,-0.01561856534681283,0.6488210607669316,-1.1083246808499099
791.58,24.0,118,161,1494,241664,0.2609375,-0.049008939415216446,0.2,0.061070956,0.0003,0.8049611896276474,1170,-0.008013083499099594,0.022283149718714413,-0.867330477014184
782.45,25.0,119,163,1494,243712,0.23203125,1.9873863458633423,0.2,0.021373928,0.0003,0.7384361028671265,1180,-0.013249645012547263,2.9139431215822698,-1.2149029411375523
782.45,25.0,120,164,1494,245760,0.093994140625,0.01527936477214098,0.2,0.012478571,0.0003,0.9453633949160576,1190,-0.006376109263510443,1.639699208874663,-0.928450383245945
782.45,25.0,121,165,1494,247808,0.310791015625,0.4625738263130188,0.2,0.07482727,0.0003,-4.211708068847656,1200,-0.023329622510937044,1.317353191971779,-1.2047397710382939
772.97,26.0,122,167,1494,249856,0.27021484375,0.10335282981395721,0.2,0.08659361,0.0003,0.783874899148941,1210,-0.020733127938001417,0.12407245591748506,-0.5027527836151421
763.13,27.0,123,168,1494,251904,0.091357421875,0.31898632645606995,0.2,0.022348888,0.0003,0.9774193689227104,1220,-0.006030654234928079,0.6296535330591724,-0.8002584587782622
753.23,28.0,124,169,1493,253952,0.27275390625,0.556749701499939,0.2,0.03354787,0.0003,0.9677075184881687,1230,-0.010446827448322437,1.0667626423179173,-0.9187175957486033
753.23,28.0,125,171,1493,256000,0.2283203125,0.030572064220905304,0.2,0.03880098,0.0003,0.9587653465569019,1240,-0.02117438070708886,0.6871443890035153,-0.8876993075013161
753.23,28.0,126,172,1493,258048,0.1380859375,-0.03989240154623985,0.2,0.016589386,0.0003,0.9468305334448814,1250,-0.009744299662997946,0.008865346514357952,-0.6539040287956596
753.23,28.0,127,174,1493,260096,0.15810546875,0.2462713122367859,0.2,0.021183355,0.0003,0.715343713760376,1260,-0.010534119440126232,0.38809514088789,-1.1853976007550955
745.03,29.0,128,175,1493,262144,0.10078125,0.178756982088089,0.2,0.017582338,0.0003,0.9191536605358124,1270,-0.0036389172018971294,0.15926786753116176,-0.6144171888008714
755.02,28.0,129,176,1493,264192,0.07177734375,0.8056042790412903,0.2,0.011695135,0.0003,0.9598858952522278,1280,-0.008358373859664425,3.770460354414536,-0.9518639825284481
747.88,29.0,130,178,1493,266240,0.477001953125,-0.07167423516511917,0.2,0.07428906,0.0003,0.6891694962978363,1290,-0.03499926634831354,0.013201515785840456,-0.586119313724339
747.88,29.0,131,179,1492,268288,0.07783203125,0.944773256778717,0.2,0.0064816214,0.0003,0.6144688725471497,1300,-0.008613246108870954,21.72398281171918,-1.009044199064374
756.42,28.0,132,181,1492,270336,0.20615234375,0.028091497719287872,0.2,0.06371906,0.0003,0.8637513816356659,1310,-0.011224792952998542,0.11510541360912611,-1.0172201555222273
759.89,28.0,133,182,1492,272384,0.056689453125,-0.027063142508268356,0.2,0.12426619,0.0003,0.3320983648300171,1320,-0.005464130813197699,0.0005800447449416879,-0.15563426103326491
759.89,28.0,134,183,1492,274432,0.09833984375,2.015381097793579,0.2,0.010858366,0.0003,0.9578822329640388,1330,-0.012906452949391679,6.3348467770963905,-1.0288302591070533
754.17,28.0,135,185,1492,276480,0.213525390625,-0.01739330403506756,0.2,0.03025925,0.0003,0.8129952698945999,1340,-0.018549979725503363,0.04786893757554935,-0.9176718218252062
760.42,27.0,136,186,1492,278528,0.13916015625,0.015202253125607967,0.2,0.040270872,0.0003,0.9881553752347827,1350,-0.006498991654370912,0.11230922451650258,-0.5624226127751172
765.02,27.0,137,188,1492,280576,0.15732421875,0.07142408937215805,0.2,0.017663365,0.0003,0.9433119744062424,1360,-0.013973690733837429,7.800427096802741,-0.9342331452295184
770.36,26.0,138,189,1491,282624,0.09814453125,0.03401908650994301,0.2,0.03702657,0.0003,0.985067818313837,1370,-0.00499234925955534,0.058987503427124464,-0.2742780116153881
750.25,29.0,139,190,1491,284672,0.1716796875,0.1381566822528839,0.2,0.027542915,0.0003,0.9743859078735113,1380,-0.014642802425078117,1.4192800307908329,-0.9604559643194079
732.21,31.0,140,192,1491,286720,0.055859375,29.000810623168945,0.2,0.0064951917,0.0003,0.9310763403773308,1390,-0.011522243186482229,28.330032122507692,-0.866600981913507
725.18,32.0,141,193,1491,288768,0.080224609375,0.1305459439754486,0.2,0.010329293,0.0003,0.9359858483076096,1400,-0.016575629332510288,6.344062273949385,-1.1787826299667359
725.5,32.0,142,194,1492,290816,0.114990234375,6.390780448913574,0.2,0.012678191,0.0003,0.9372346624732018,1410,-0.012007082319178153,10.470180697040632,-0.7129499426111578
724.14,32.0,143,196,1492,292864,0.180712890625,4.347879886627197,0.2,0.031867485,0.0003,0.9468697868287563,1420,-0.014989596782834269,6.740001450665295,-1.1556452557444572
722.91,32.0,144,197,1491,294912,0.078759765625,0.3231559097766876,0.2,0.021388583,0.0003,0.8711052685976028,1430,-0.01023596123268362,2.51988670588471,-1.2910780902951955
732.07,31.0,145,199,1491,296960,0.1869140625,0.48145025968551636,0.2,0.025415648,0.0003,0.9558452107012272,1440,-0.013911211883532814,0.9866427903994918,-1.197057881951332
741.38,30.0,146,200,1492,299008,0.2806640625,0.04581782594323158,0.2,0.09493716,0.0003,0.6209395527839661,1450,-0.023020217468729242,0.10647358925198205,-0.697457293793559
741.75,30.0,147,201,1492,301056,0.250830078125,-0.008080031722784042,0.2,0.026152447,0.0003,0.9127146750688553,1460,-0.011987564025912435,0.05288709183223546,-0.7678928377106786
751.67,29.0,148,203,1492,303104,0.169970703125,0.1231159046292305,0.2,0.02145109,0.0003,0.993293340317905,1470,-0.012118785388884135,0.837685014231829,-1.2382039286196231
760.62,28.0,149,204,1492,305152,0.061865234375,1.0946089029312134,0.2,0.011353793,0.0003,0.7350082397460938,1480,-0.008519358387275133,8.292905835341662,-0.6442648619413376
764.97,28.0,150,205,1492,307200,0.185205078125,0.28327101469039917,0.2,0.038032085,0.0003,0.9334475174546242,1490,-0.018601866738754323,0.307042669695511,-0.5228583475574851
